,LOB,CategoryRetail,subcategory,category,division,WhsCode,SaleWithoutTax,SaleTarget,TargetAchv,Targetshortfall,TMSalesMix,LMSalesMix,SaleWithoutTax_l,momsale,SaleWithoutTax_p,yoysale,tgt_margin,margin,lm_margin,ly_margin,mom_margin,asp_tm,asp_lm,asp_mom,nm%achv,yoynm%,RGM,RGMTarget,rgmachv,RGM_l,rgmmom,RGM_p,rgmyoy,FinalValueDamaged,TGTDamage,damageachv%,damage_to_sale,FinalValueDamaged_l,damage_mom,FinalValueDamaged_p,damage_yoy,FinalValueFreshDump,TGTFreshDump,freshdumpachv%,freshdump_to_sale,FinalValueFreshDump_l,freshdump_mom,FinalValueFreshDump_p,freshdump_yoy,FinalValueShrinkage,TGTShrinkage,shrinkageachv%,shrinkage_to_sale,FinalValueShrinkage_l,shrinkage_mom
163,GM HARDLINES,Sports,Indoor,Sports,GM Hardlines,STR01,31.25,362.77,8.61,-331.52,0.0,0.0,0.0,0.0,1341.96,-97.67,2.27,20.0,0.0,17.66,0.0,35.0,0.0,0.0,880.51,2.34,6.25,8.24,75.85,0.0,0.0,236.96,-97.36,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0
164,GM HARDLINES,Sports,Outdoor,Sports,GM Hardlines,STR01,83.9,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,22.53,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,GM HARDLINES,Sports,Outdoor toys,Sports,GM Hardlines,STR01,577.69,2532.62,22.81,-1954.93,0.07,0.25,778.29,-25.77,-62.49,-1024.45,20.89,22.1,-30.98,26.39,53.09,215.67,145.28,0.48,105.81,-4.28,127.69,529.08,24.13,-241.14,-152.95,-16.49,-874.35,0.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.0,0.0,0.0,0.0
166,Food,FMCG FOOD,Jams & spreads,Spreads sauces dips & ketchup,FMCG Food,STR01,3326.1,3571.82,93.12,-245.72,0.4,0.11,343.33,868.78,3215.16,3.45,2.08,13.01,12.96,12.92,0.06,178.09,125.66,0.42,626.74,0.09,432.76,74.15,583.63,44.48,872.93,415.49,4.16,0.0,16.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.24,0.0,0.0,0.0,0.0
167,Food,FMCG FOOD,Ketchups & sauces,Spreads sauces dips & ketchup,FMCG Food,STR01,7087.96,12932.88,54.81,-5844.92,0.85,0.73,2303.87,207.65,6432.06,10.2,0.7,-8.72,12.71,-6.21,-21.43,86.29,95.57,-0.1,-1238.94,-2.51,-617.9,91.0,-679.01,292.85,-311.0,-399.58,54.64,0.0,58.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.56,0.0,0.0,0.0,0.0,0.0,0.0,-99.78,51.56,-193.52,-1.41,0.0,0.0
168,Other,Other,Ketchups & sauces,Spreads sauces dips & ketchup,Supply Non Trade,STR01,0.1,3.86,2.59,-3.76,0.0,0.0,0.0,0.0,0.0,0.0,98.45,100.0,0.0,0.0,0.0,0.01,0.0,0.0,101.58,0.0,0.1,3.8,2.63,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
169,Food,FMCG FOOD,Noodles & pasta,Spreads sauces dips & ketchup,FMCG Food,STR01,53.57,0.0,0.0,0.0,0.01,0.0,0.0,0.0,43.3,23.72,0.0,19.99,0.0,17.53,0.0,60.0,0.0,0.0,0.0,2.46,10.71,0.0,0.0,0.0,0.0,7.59,41.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,Food,FMCG FOOD,Pickle,Spreads sauces dips & ketchup,FMCG Food,STR01,497.32,2300.21,21.62,-1802.89,0.06,0.04,114.29,335.14,2582.13,-80.74,2.43,14.13,15.35,-20.62,-1.22,92.84,128.01,-0.27,582.17,34.75,70.26,55.82,125.87,17.54,300.57,-532.4,-113.2,0.0,10.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94,0.0,0.0,0.0,0.0,0.0,0.0,-193.52,9.17,-2110.36,-38.91,0.0,0.0
171,Food,FMCG FOOD,Sauces,Spreads sauces dips & ketchup,FMCG Food,STR01,481.44,1230.7,39.12,-749.26,0.06,0.17,540.68,-10.96,958.12,-49.75,0.13,19.78,20.38,17.22,-0.6,90.17,152.02,-0.41,15117.04,2.56,95.21,1.61,5913.66,110.18,-13.59,164.98,-42.29,0.0,5.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91,0.0,0.0,0.0,0.0
172,GM HARDLINES,Stationery,Books & pads,Stationery,GM Hardlines,STR01,58.03,0.0,0.0,0.0,0.01,0.03,88.39,-34.35,0.0,0.0,0.0,6.91,8.33,0.0,-1.42,21.67,99.0,-0.78,0.0,0.0,4.01,0.0,0.0,7.36,-45.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,GM HARDLINES,Stationery,Office stationery,Stationery,GM Hardlines,STR01,211.01,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,11.44,0.0,0.0,0.0,248.99,0.0,0.0,0.0,0.0,24.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,GM HARDLINES,Stationery,School accessories,Stationery,GM Hardlines,STR01,84.82,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,33.68,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,GM HARDLINES,Stationery,Writing instruments,Stationery,GM Hardlines,STR01,231.16,0.0,0.0,0.0,0.03,0.02,76.34,202.8,0.0,0.0,0.0,26.99,33.68,0.0,-6.68,129.45,42.75,2.03,0.0,0.0,62.4,0.0,0.0,25.71,142.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,GM Home,Plastic,Kitchen storage & utility,Storage & containers,GM Houseware,STR01,2101.11,18559.14,11.32,-16458.03,0.25,0.1,310.76,576.12,2008.0,4.64,2.14,2.29,19.43,14.06,-17.15,53.81,91.68,-0.41,106.67,-11.78,48.02,397.64,12.08,60.39,-20.48,282.37,-82.99,0.0,83.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.99,0.0,0.0,0.0,0.0
177,GM Home,Plastic,Thermoware,Storage & containers,GM Houseware,STR01,610.17,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,-55.33,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,-337.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,Home Fashion,Home Fashion,Kitchen linen,Table & kitchen linen,Home Fashion,STR01,339.82,206.56,164.51,133.26,0.04,0.09,283.81,19.74,377.16,-9.9,24.39,38.5,34.46,49.08,4.03,89.2,149.0,-0.4,157.84,-10.59,130.82,50.38,259.67,97.81,33.75,185.12,-29.33,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0
179,Food,FMCG FOOD,Hot beverage,Teas & coffee,FMCG Food,STR01,13484.41,0.0,0.0,0.0,1.62,1.91,6055.98,122.66,17135.3,-21.31,0.0,-9.28,8.96,7.51,-18.23,236.81,231.64,0.02,0.0,-16.78,-1250.78,0.0,0.0,542.32,-330.64,1286.37,-197.23,0.0,0.0,0.0,0.0,775.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,914.28,0.0,0.0,6.78,0.0,0.0
180,Food,FMCG NON FOOD,Detergents,Tissues & disposables,FMCG Non Food,STR01,42.37,0.0,0.0,0.0,0.01,0.03,101.69,-58.33,0.0,0.0,0.0,7.36,7.37,0.0,-0.0,10.0,10.0,0.0,0.0,0.0,3.12,0.0,0.0,7.49,-58.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,Food,FMCG NON FOOD,Disposables,Tissues & disposables,FMCG Non Food,STR01,342.36,2227.93,15.37,-1885.57,0.04,0.17,531.38,-35.57,1120.77,-69.45,8.72,40.6,44.86,40.13,-4.26,67.33,78.38,-0.14,465.34,0.47,138.99,194.37,71.51,238.38,-41.69,449.77,-69.1,0.0,10.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.88,0.0,0.0,0.0,0.0
182,Food,FMCG NON FOOD,Food & oven storage,Tissues & disposables,FMCG Non Food,STR01,576.3,1127.6,51.11,-551.3,0.07,0.07,227.11,153.75,410.6,40.36,3.54,23.13,23.96,17.97,-0.83,113.34,89.33,0.27,653.02,5.16,133.3,39.94,333.75,54.41,144.99,73.78,80.67,0.0,5.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0
183,Food,FMCG NON FOOD,Paper products,Tissues & disposables,FMCG Non Food,STR01,1869.35,5140.36,36.37,-3271.01,0.22,0.17,532.29,251.19,2589.49,-27.81,4.3,32.83,31.65,26.57,1.19,53.46,78.51,-0.32,764.01,6.26,613.78,220.91,277.84,168.45,264.37,688.04,-10.79,0.0,23.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.49,0.0,0.0,0.0,0.0
184,LIQUOR AND TOBACCO,LIQUOR AND TOBACCO,Cigarettes & cigars,Tobacco,Liquor & Tobacco,STR01,75.17,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,10.54,0.0,0.0,0.0,123.28,0.0,0.0,0.0,0.0,7.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,Food,FRESH,Fruits,Vegetable,Fresh,STR01,541.58,0.0,0.0,0.0,0.06,0.01,33.55,1514.25,166.77,224.75,0.0,23.52,16.66,25.37,6.86,106.4,24.0,3.43,0.0,-1.86,127.36,0.0,0.0,5.59,2178.43,42.31,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.42,0.0,0.0,13.56,107.98,-32.0,127.27,-42.31,0.0,0.0,0.0,0.0,0.0,0.0
186,Food,FRESH,Vegetable,Vegetable,Fresh,STR01,7008.02,44688.43,15.68,-37680.41,0.84,1.18,3737.32,87.51,14810.01,-52.68,12.59,29.21,17.5,18.78,11.71,67.3,46.95,0.43,232.0,10.43,2046.91,5626.2,36.38,654.14,212.92,2780.63,-26.39,0.0,201.1,0.0,0.0,0.0,0.0,0.0,0.0,1875.44,57.21,3278.17,26.76,1399.7,33.99,1347.41,39.19,584.04,178.17,327.8,8.33,0.0,0.0
187,Food,BAKERY DAIRY & FROZEN,Frozen food,Vegetarian,Bakery Dairy & Frozen,STR01,3278.52,0.0,0.0,0.0,0.39,0.81,2579.86,27.08,7053.03,-53.52,0.0,19.07,14.78,27.14,4.29,75.62,96.52,-0.22,0.0,-8.07,625.22,0.0,0.0,381.38,63.94,1913.9,-67.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,Food,BAKERY DAIRY & FROZEN,Hmr,Vegetarian,Bakery Dairy & Frozen,STR01,749.43,0.0,0.0,0.0,0.09,0.13,405.93,84.62,0.0,0.0,0.0,-19.3,-29.87,0.0,10.57,24.08,43.55,-0.45,0.0,0.0,-144.65,0.0,0.0,-121.27,19.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,Food,FMCG FOOD,Soda & water,Water & corbonated water,FMCG Food,STR01,1478.54,245.5,602.26,1233.04,0.18,0.12,396.6,272.8,776.15,90.5,2.95,24.11,27.29,14.99,-3.18,34.06,20.35,0.67,816.47,9.12,356.5,7.25,4917.24,108.22,229.42,116.35,206.4,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,-50.7,0.98,-5173.47,-3.43,0.0,0.0
190,Fashion,Womens Apparel,Casual wear,Womens apparel,Fashion,STR01,4939.54,0.0,0.0,0.0,0.59,1.42,4522.39,9.22,0.0,0.0,0.0,19.26,23.93,0.0,-4.68,272.98,263.81,0.03,0.0,0.0,951.15,0.0,0.0,1082.39,-12.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,Fashion,Womens Apparel,Womens active wear,Womens apparel,Fashion,STR01,1369.72,0.0,0.0,0.0,0.16,0.36,1140.96,20.05,0.0,0.0,0.0,31.3,43.21,0.0,-11.91,719.1,599.0,0.2,0.0,0.0,428.72,0.0,0.0,492.96,-13.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,Fashion,Womens Apparel,Womens ethnic wear,Womens apparel,Fashion,STR01,10101.53,9545.71,105.82,555.82,1.21,0.34,1074.48,840.13,4943.89,104.32,12.87,11.59,31.04,28.46,-19.45,461.16,376.07,0.23,90.02,-16.87,1170.53,1228.7,95.27,333.48,251.0,1407.07,-16.81,0.0,42.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.06,0.0,0.0,0.0,0.0
193,Fashion,Womens Apparel,Womens night wear,Womens apparel,Fashion,STR01,3377.8,0.0,0.0,0.0,0.41,0.55,1731.71,95.06,741.72,355.4,0.0,16.96,14.54,42.49,2.42,443.34,454.58,-0.02,0.0,-25.53,572.8,0.0,0.0,251.71,127.56,315.12,81.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,Fashion,Womens Apparel,Womens western wear,Womens apparel,Fashion,STR01,10170.68,48564.43,20.94,-38393.75,1.22,1.32,4200.68,142.12,7112.69,42.99,12.87,-4.26,26.28,40.76,-30.54,266.98,400.97,-0.33,-33.12,-45.02,-433.62,6251.07,-6.94,1103.88,-139.28,2898.92,-114.96,0.0,218.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.62,0.0,0.0,0.0,0.0
195,Food,FMCG NON FOOD,Cleaning,All purpose cleaners,FMCG Non Food,STR11,956.96,0.0,0.0,0.0,0.11,0.31,985.38,-2.88,0.0,0.0,0.0,10.96,11.18,0.0,-0.21,66.42,105.7,-0.37,0.0,0.0,104.92,0.0,0.0,110.14,-4.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,Food,STAPLE,Coarseflours,Atta & flours,Staple,STR11,163.81,443.02,36.98,-279.21,0.02,0.01,46.66,251.07,0.0,0.0,31.13,22.97,13.8,0.0,9.17,28.67,24.5,0.17,73.78,0.0,37.63,137.93,27.28,6.44,484.32,0.0,0.0,0.0,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.0,0.0,0.0,0.0
197,Food,STAPLE,Fine flours,Atta & flours,Staple,STR11,5331.41,8363.36,63.75,-3031.95,0.64,0.64,2017.16,164.3,0.0,0.0,2.84,4.3,3.63,0.0,0.67,151.3,151.29,0.0,151.24,0.0,229.22,237.75,96.41,73.28,212.8,0.0,0.0,0.0,37.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.34,0.0,0.0,0.0,0.0
198,Food,FMCG NON FOOD,Baby body care,Baby bath & hygiene,FMCG Non Food,STR11,184.83,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,10.84,0.0,0.0,0.0,72.7,0.0,0.0,0.0,0.0,20.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,Other,Other,Accessories,Bags & travel accessories,Supply Non Trade,STR11,576.68,453.85,127.06,122.83,0.07,0.01,16.96,3300.24,0.0,0.0,2.17,5.67,-0.24,0.0,5.9,19.0,19.0,0.0,261.64,0.0,32.68,9.83,332.45,-0.04,-81800.0,0.0,0.0,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.0,0.0,0.0,0.0
200,Home Fashion,Luggage,Bags & accessories,Bags & travel accessories,Home Fashion,STR11,2368.48,595.39,397.8,1773.09,0.28,0.32,1015.37,133.26,0.0,0.0,19.61,18.76,25.05,0.0,-6.28,558.96,599.07,-0.07,95.68,0.0,444.39,116.75,380.63,254.31,74.74,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.0,0.0
201,Food,BAKERY DAIRY & FROZEN,Rusk & khari,Baked cookies rusk & more,Bakery Dairy & Frozen,STR11,278.55,380.74,73.16,-102.19,0.03,0.0,0.0,0.0,0.0,0.0,11.02,27.41,0.0,0.0,0.0,58.5,0.0,0.0,248.65,0.0,76.35,41.97,181.92,0.0,0.0,0.0,0.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0
202,Food,BAKERY DAIRY & FROZEN,Unbranded cookies,Baked cookies rusk & more,Bakery Dairy & Frozen,STR11,62.93,322.82,19.49,-259.89,0.01,0.0,0.0,0.0,0.0,0.0,17.88,18.23,0.0,0.0,0.0,37.12,0.0,0.0,101.96,0.0,11.47,57.71,19.88,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0
203,Food,BAKERY DAIRY & FROZEN,Dairy,Bakery & dairy,Bakery Dairy & Frozen,STR11,925.38,0.0,0.0,0.0,0.11,0.29,911.55,1.52,0.0,0.0,0.0,2.33,2.66,0.0,-0.33,37.47,40.73,-0.08,0.0,0.0,21.6,0.0,0.0,24.27,-11.0,0.0,0.0,57.2,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,Food,BAKERY DAIRY & FROZEN,Cakes & muffins,Bakery snacks muffins & cake slices,Bakery Dairy & Frozen,STR11,45.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,0.0,0.0,53.1,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,Home Fashion,Home Fashion,Towels,Bath linen & towel,Home Fashion,STR11,256.17,1076.72,23.79,-820.55,0.03,0.0,0.0,0.0,0.0,0.0,11.73,5.53,0.0,0.0,0.0,268.98,0.0,0.0,47.15,0.0,14.17,126.31,11.22,0.0,0.0,0.0,0.0,0.0,4.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,0.0,0.0,0.0,0.0
206,GM HARDLINES,Electronics,Lighting needs,Battery & bulbs,GM Hardlines,STR11,231.29,466.65,49.56,-235.36,0.03,0.08,250.33,-7.61,0.0,0.0,17.61,20.45,14.24,0.0,6.2,259.04,94.21,1.75,116.1,0.0,47.29,82.18,57.54,35.65,32.65,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0
207,GM HARDLINES,Electronics,Small appliances,Battery & bulbs,GM Hardlines,STR11,507.63,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,6.43,0.0,0.0,0.0,599.0,0.0,0.0,0.0,0.0,32.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,Home Fashion,Home Fashion,Bedsheets,Bed linen,Home Fashion,STR11,1786.57,0.0,0.0,0.0,0.21,0.21,665.73,168.36,0.0,0.0,0.0,24.72,40.97,0.0,-16.25,468.98,699.02,-0.33,0.0,0.0,441.57,0.0,0.0,272.73,61.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,GM Home,Plastic,Bathroom,Bins & bathroom ware,GM Houseware,STR11,32.8,0.0,0.0,0.0,0.0,0.05,150.01,-78.13,0.0,0.0,0.0,-116.31,31.3,0.0,-147.62,38.7,59.0,-0.34,0.0,0.0,-38.15,0.0,0.0,46.96,-181.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,Food,FMCG FOOD,Biscuits,Biscuits & cookies,FMCG Food,STR11,4430.19,5513.47,80.35,-1083.28,0.53,0.46,1444.79,206.63,0.0,0.0,0.7,-7.86,9.41,0.0,-17.26,41.83,25.0,0.67,-1116.51,0.0,-348.09,38.8,-897.14,135.89,-356.16,0.0,0.0,186.93,24.81,753.45,4.22,142.73,30.97,0.0,0.0,0.0,7.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.98,0.0,0.0,0.0,0.0
211,Food,BAKERY DAIRY & FROZEN,Bread,Bread & buns,Bakery Dairy & Frozen,STR11,867.39,818.89,105.92,48.5,0.1,0.12,385.0,125.3,0.0,0.0,2.04,25.21,21.45,0.0,3.76,27.33,27.5,-0.01,1236.93,0.0,218.67,16.69,1310.19,82.6,164.73,0.0,0.0,75.6,3.69,2048.78,8.72,91.53,-17.4,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,0.0,0.0,0.0,0.0
212,Food,BAKERY DAIRY & FROZEN,Dairy,Butter & cheese,Bakery Dairy & Frozen,STR11,3323.09,10303.42,32.25,-6980.33,0.4,0.53,1694.83,96.07,0.0,0.0,1.49,-4.29,6.48,0.0,-10.77,88.46,118.57,-0.25,-287.21,0.0,-142.56,153.9,-92.63,109.87,-229.75,0.0,0.0,0.0,46.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.08,0.0,0.0,0.0,0.0
213,Food,FMCG FOOD,Breakfast cereals,Cereals oats & muesli,FMCG Food,STR11,1447.35,1006.54,143.79,440.81,0.17,0.19,609.6,137.43,0.0,0.0,1.77,8.1,11.68,0.0,-3.58,206.65,96.71,1.14,458.28,0.0,117.3,17.8,658.99,71.21,64.72,0.0,0.0,0.0,4.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01,0.0,0.0,0.0,0.0
214,Food,FMCG FOOD,Confectionery,Chocolates,FMCG Food,STR11,2524.27,1501.53,168.11,1022.74,0.3,0.27,864.24,192.08,0.0,0.0,2.37,12.25,15.07,0.0,-2.82,24.78,32.87,-0.25,516.05,0.0,309.11,35.63,867.56,130.23,137.36,0.0,0.0,160.72,6.76,2377.51,6.37,0.0,0.0,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.99,0.0,0.0,0.0,0.0
215,GM Home,Plastic,Cleaning,Cleaning tools & brushes,GM Houseware,STR11,716.67,0.0,0.0,0.0,0.09,0.25,789.58,-9.23,0.0,0.0,0.0,25.22,26.51,0.0,-1.29,45.81,57.38,-0.2,0.0,0.0,180.73,0.0,0.0,209.33,-13.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,GM Home,Utensils,Pressure cooker,Cookware,GM Houseware,STR11,624.11,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,11.87,0.0,0.0,0.0,699.0,0.0,0.0,0.0,0.0,74.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,Food,FMCG NON FOOD,Baby body care,Creams lotions & oils,FMCG Non Food,STR11,161.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,12.17,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
